,textOriginal,date,likeCount,year,popularity,time
6665,when may gets her knickers toasted by nuclear fallout she would i am sure lament with regret her hostile rhetoric towards russia,2018/4/12,1,2018,normal,1
6666,they going to send  or  missiles and then every thing in pace,2018/4/12,0,2018,normal,1
6667,the gift of life is not long  we should all be having a party  instead all this shit goes on ,2018/4/12,0,2018,normal,1
6668,i love nigel farage but the rest of you britts go to hell  you did obama a favor with steele mi scamwe  will  never  forgive you cowards,2018/4/12,0,2018,normal,1
6669,there will be no war sorry if you were looking forward to it they can not enter into a ground war and trump or putin do not want to live in a bunker the rest of their lives trump has  children and  grandchildren he will not destroy their world,2018/4/12,1,2018,normal,1
6670,would not be surprised to see the bombs start falling russia has been very confrontational for a few years now,2018/4/12,0,2018,normal,1
6671,when i first said military is not as important now i didnt mean to say that its worthless its still a large factor before ww military was important people wanted each others resources and was willing to fight for it however trading has gotten way better since then its now cheaper and better to just trade resources then its going to a war for it there are less conflicts in the world now then it has ever been before having a large military isnt as valuable as it used to be because conflict is rarely profitable these days it used to be profitable in many ways before thats the reason there are less wars now,2018/4/14,0,2018,normal,1
6672,link   lol the ukraine is not an exception look at the south china sea lol have you seen what china considers its water territory its such a load of shit  its over  miles away from main land china but within  miles of the philippines and vietnam lol same principle but different place one thing is for sure appeasement only makes the aggressor more aggressive thats fact are you have to do is read a history book and you said in your first message two me the military is not as important anymore  your words exactly but in ur next message you say to me your not saying its not important so im confused which one is it,2018/4/14,0,2018,normal,1
6673,im not saying it isnt important just not as important as before before you could pretty much gain on almost any war now its limited since its easier and cheaper to just trade sure i suppose crimea was an exception as it couldnt really be traded my point is that britain gain more on focusing on economy or whatever then the military especially in the long run,2018/4/13,0,2018,normal,1
6674,link lol ok if that was true why dont you ask russia nicely to give back the parts of the ukraine they now occupy  or you do it by force either way a military even in this day and age is unfortunately very important,2018/4/13,0,2018,normal,1
6675,military was more important in the past then its now,2018/4/12,0,2018,normal,1
6676,i love you,2018/4/12,0,2018,normal,1
6677,you racist piece of shit,2018/4/12,0,2018,normal,1
6678,quote one<U+00A0> this will be hilarious,2018/4/12,0,2018,normal,1
6679,oh please hillary openly said before the election that she would invade syria and impose a no fly zone above the country,2018/4/12,1,2018,normal,1
6680,if a nuclear war broke out between the two there would be no winners that simple,2018/4/12,3,2018,good,1
6681,link yes now the  america got to poke their noses somewhere else now,2018/4/12,0,2018,normal,1
6682,havent you read the news north kore is willing to stop working on their nukes if they come to negotiations with us,2018/4/12,2,2018,good,1
6683,this is so easy to stop trump could just worry about his own country and stay quite,2018/4/12,0,2018,normal,1
6684,how is this making america great again lol,2018/4/12,6,2018,good,1
6685,not gonna lie ever since donald became president everything became worse becuase of him donald trump is starting something he cannot win who agrees,2018/4/12,0,2018,normal,1
6686,i am sorry i love my country and i am a  year veteran but sometimes we are full of it  we have the nerve to point a finger at other sovereign leaders about atrocities and do not look at what we have done and are still doing to people of color here conditions in america for people of color are not good that is why one does not see those who are suffering being interviewed on network tv no one is asking  donald trump and many of his yes men and women know that the america public is fickle and easily distracted donald trump desperately needs a distraction syria is that distraction it is for that reason he will order a missile attack on syria  anyone with half of a brain can see that something is not quite right about the haste in which he wants to go into syria only last week he wanted to pull our troops in  donald trump is covering is own ass i really do not believe he cares anything about the syrian people because i do not believe donald trump cares about anyone of color this is all about donald trump period  it is also obvious to me that he has tried all he can to remove anyone who gets too close to his underhanded and i believe will be exposed as treasonous shenanigans  bob mueller has him by the balls and donald trump knows it he has cheated on his wife and it is a public debacle he has not only embarrassed himself but also his wife and family  yet he shows no remorse or humility and acts like it is no big deal he is a typical privileged white male  yes i am african america and i have worked with and around white males in high position for over  years in the federal government and i can tell you that this privileged and arrogant mindset exists in large measure we have seen it recently with all of these powerful white males getting caught in underhanded things and resigning it is largely their white women who are taking them down some of these white women are no different from their white male counterparts and are just as corrupt and power hungry  these powerful white males do not take kindly to being called liars when that is what they are and later proven to be such they actually get a how dare you attitude then when they are proven corrupt and liars then they get in front of the camera all sadfaced and want forgiveness you got caught if you didnt get caught you would be huffing and puffing arrogantly  damn look at all of this it is almost all white males who are just into shit even the president what is wrong with them is this taught in the home these are the kinds of people we entrust to run the country  there is something wrong with us  big money should not be a prerequisite for running for office a college degree should not either wisdom should be  a person who has had the privilege of experiencing all of the people of the world and understanding their conditions and concerns would make a much better leader than someone who comes from money privilege or ivyleague,2018/4/12,0,2018,normal,1
6687,how many wars i have to live in my lifetime before enjoy world peace i blame all nations for what happened in syria i guess half million people killed was not a good reason for us  allies to stop this nightmare im a us citizen and dont support an attack to syria an attack to syria will be the spark to wwiii should exist other diplomatic ways to solve this situation god protect the children and innocent people in syria,2018/4/12,0,2018,normal,1
6688,bashar alassad should be gassed instead of hung like sodom was,2018/4/12,0,2018,normal,1
6689,terrorists huh thats ironic for the russia to say that the kgb first directorates chief lieutenant general aleksandr sakharovsky wielding responsibility for foreign intelligence said in todays world when nuclear arms have made military force obsolete terrorism should become our main weapon,2018/4/12,0,2018,normal,1
6690,anyone down for fortnite duos before epic headquarters get blown up,2018/4/12,0,2018,normal,1
6691,nobody wants this shit in their liveseveryone will lose,2018/4/11,3,2018,good,1
6692,we got the freeworld super hero and he is trump dealingpeacethrustrength,2018/4/11,1,2018,normal,1
6693,syrias and its leader used chemical against its own peoplethe world mustnt allowed thiswe must attack syria,2018/4/11,0,2018,normal,1
6694,we must attack full out,2018/4/11,0,2018,normal,1
6695,putin do not frighten us,2018/4/11,0,2018,normal,1
6696,im pretty screwed macdill afb isnt that far from where i live,2018/4/11,0,2018,normal,1
6697,this is the spark and prophetic ,2018/4/11,0,2018,normal,1
6698,idiocy at its finest,2018/4/11,0,2018,normal,1
6699,with john bolton as his adviser we should be prepared for apocalypse,2018/4/11,0,2018,normal,1
6700,dont blow the world up until after the grand national im gonna win it this year ,2018/4/11,7,2018,good,1
6701,hey putin im an america  listen to me  trump is crazy  please dont do anything  youre pretty much the only one that can stop all hell from breaking loose,2018/4/11,0,2018,normal,1
6702,other countries are sick of the us trying to bully everyone all are allies hate us and we are fuck if they decide enough is enough we cant defend ourselves against the whole world,2018/4/11,3,2018,good,1
6703,yes a full independent investigation about this chemical attack  is in need ,2018/4/11,0,2018,normal,1
6704,allegedhmmmm have i heard this before,2018/4/11,0,2018,normal,1
6705,look only on the dislikes noone blv u guys america will be pushed in the next illegal war thistime us soldiers will fight on the side of isis but the media says the rebels people r not dumb the world will not let that happen enough is enough putin is there for syria for the people not like u for oil and for isis b ashamed to tell us how chemical weapons were used after w know how u lied about iraq and the chemical weapons there did u realy think we are so dumb,2018/4/11,0,2018,normal,1
6706,what about telford what about mooslamic rape gangs what about the hurt feelings of british white male bbc fake news,2018/4/11,1,2018,normal,1
6707,ffs stop the insanity we have more than enough problems at home to worry about without provoking russia into war with us over the head of syria when will we learn,2018/4/11,0,2018,normal,1
6708,they want ww so grabbed trump by the p,2018/4/11,1,2018,normal,1
6709,america has lost in syria   now wants to con the world with false flag chemical attack to start a new illegal war   ,2018/4/11,0,2018,normal,1
6710,if my kids get hurt in uk because of this fools playing sic games  bbc and may can move to russia because i will b well worse than putin and assad  stop your fake news and get a life bbc,2018/4/11,1,2018,normal,1
6711,net neutrality repeal talks of a second civil war and now war with russia     yep ww  is gonna start soon,2018/4/11,0,2018,normal,1
6712,leftists hammered trump on every olive branch he tried to extend to putin simply sharing counter terrorism information was enough to get russia collusion on the front page of the nyt as was a catalyst for the sham mueller investigation dems have increased anti russia rhetoric x and are now acting surprised that were backed into a corner with russia yes russia does some bad things on the world stage but youve gotta start somewhere the left begged for anti russia posturing theyve got it and now theyre whining,2018/4/11,1,2018,normal,1
6713,us and russia gonna kill us all,2018/4/11,0,2018,normal,1
6714,russia is a fool for standing by syriaa country that kills its own citizens,2018/4/11,0,2018,normal,1
6715,holy shit am in turkey right now,2018/4/11,2,2018,good,1
6716,well shit,2018/4/11,0,2018,normal,1
6717,is trump a russia spy,2018/4/11,0,2018,normal,1
6718,bullshit so that reporters and news shows will get more money  nothing will happen because everyone is a coward ,2018/4/11,0,2018,normal,1
6719,fuck trump and fuck rocky ,2018/4/11,0,2018,normal,1
6720,i wish trump would stick to his crayons  and colouring in book,2018/4/11,0,2018,normal,1
6721,america is scared of russia if america dared to fight russia they would directly involved in the beginning of syria war and ukraine war america just want to use other nation to provoke russia and when russia attacks back america ciao,2018/4/11,0,2018,normal,1
6722,russia has made in clinton missiles on their defense,2018/4/11,0,2018,normal,1
6723,hes done he has betrayed the base there is no other alternative but revolution,2018/4/11,0,2018,normal,1
6724,propaganda pushed by the mic to start a ww assad didnt gas last time nor did you this time you need motive and proof the rothschilds bilderbergs morgans etc need to be stuck out in the front lines of this conflict,2018/4/11,4,2018,good,1
6725,if tramp start he will make big mistake america not aloud be in syria any more have to leave russia just wait this movement than nobody gonna stop russia she will done everything fast and starting go next places like palestine israel and on and on till when not destroy all america military emu notions dont be stupid they just wait you do this,2018/4/11,0,2018,normal,1
6726,boy now we got a mad monkey in the wh surrounded by mad dogs russia shall release some golden shower pictures of trump,2018/4/11,0,2018,normal,1
6727,leave the war in syria to the syrians its none of our business,2018/4/11,0,2018,normal,1
6728,didnt they someway removed chemicals from syria how do they still appear to be using them its quite fishy or does the un not work,2018/4/11,0,2018,normal,1
6729,putin would be dumb to risk a military clash with the us over a syrian leader who slaughters his own people   trump is pretty unpredictable and not likely to cede to russia bravado,2018/4/11,0,2018,normal,1
6730,syria now said they evacuated all personel from the bases this was exactly what trump aimed for by tweeting so there wont be any missile attacks he didnt want to do it from the beginning what a smart man,2018/4/11,0,2018,normal,1
6731,trump is playing the shoe shine boy for the establishment,2018/4/11,0,2018,normal,1
6732,i realy hope we go to ww  we should send our nukes high lets party one last time  yup,2018/4/11,0,2018,normal,1
6733,trump wants war he provokes  mexico north korea and now russia,2018/4/11,0,2018,normal,1
6734,somebody has taken over trump twitter account trump didnt say these things neocon zionists are the problem they are blood crazy psychopaths,2018/4/11,0,2018,normal,1
6735,it doesnt matter what tramp wrote in internet america people will be killed for his post another  hours will shows a price of trump worlds,2018/4/11,0,2018,normal,1
6736,fuck russia they invaded and took the piss in ukraine with no repercussions whatsoever so fuck em,2018/4/11,1,2018,normal,1
6737,hitler was right when he said the problem in this world are the white devils and the zionist criminals who controls all of them,2018/4/11,4,2018,good,1
6738,adolf trump and theresa goebbels are desperate to start a world war to hide the fact that both countries are completely bankrupt,2018/4/11,1,2018,normal,1
6739,no proven evidence at all  just a broken record of media manipulation stop voting stop paying bbc stop believing this drivel,2018/4/11,2,2018,good,1
6740,russia win fuck bbc from bosnia,2018/4/11,1,2018,normal,1
6741,trump gone mad without sufficient proof about who is behind these chemical attacks thats what alarms me  as us citizen i need proof  show me the proof  convince me and ill fight even against russia you cant just wake up and start blaming someone whos  clearly isnt behind of all this if thats the case what if in near future you nuke one of the us major cities and blame putin i dont wanna imagine that anyway folks ww will lake about  minutes resist it we dont need a war against  another nuklear powergod bless us all,2018/4/11,0,2018,normal,1
6742,what happened to the whole trump x russia stuff then trump just expelled russia diplomats and has now threatened russia itself,2018/4/11,0,2018,normal,1
6743,russia already lost now their about to lose again,2018/4/11,0,2018,normal,1
6744,apparently may is sending some fish food to syria this should be fun,2018/4/11,0,2018,normal,1
6745,why are we fighting  for your pride shouldnt pride be based on honorable deeds,2018/4/11,0,2018,normal,1
6746,trump is the biggest threat to world peace,2018/4/11,0,2018,normal,1
6747,those in the media who enable the war criminals in<U+00A0>the government<U+00A0>are also war criminals the chemical weapons attack was a false flag lie and these parasites in the media know it they are lying us into more war as usual,2018/4/11,0,2018,normal,1
6748,trump is a complete sell out,2018/4/11,4,2018,good,1
6749,the bloody hell with all this mess laura carmichael is beautiful there must be flowers growing where she sleeps,2018/4/11,0,2018,normal,1
6750,trump is going to cause world war ,2018/4/11,0,2018,normal,1
6751,ireland stands by russia,2018/4/11,0,2018,normal,1
6752,petro dollar  war,2018/4/11,0,2018,normal,1
6753,start stocking up on bottle caps,2018/4/11,1,2018,normal,1
6754,i myself want no part in any blood shed why cant we just let people live the way they want since when is the america and uk the police force of the world our own history is written in blood,2018/4/11,0,2018,normal,1
6755,trump should fire that up his ass fight against terrorism dont make someone else fight yours,2018/4/11,2,2018,good,1
6756,the s shot  out of  tommahawks down from the sky last time they will not be able to hit all of them probably but at least a substantial ammount and there is also the improved s<U+00A0>version which i think is not operative in syria as of yet,2018/4/11,0,2018,normal,1
6757, alx  observation   trump moronic meglomaniacal goofball president is leading to war on the same type of bs intel that got the us into iraq debacle,2018/4/11,1,2018,normal,1
6758,shame on trumph i wanted him to be the president wished to be proud on america once again but i regrets now my wishes america never will be friendly to anyone they going destabilize every country they will not bow to them every country they will not listen to them they will destabilize and take down fuj fuj fuj,2018/4/11,0,2018,normal,1
6759,”<U+3E64>õ<U+3E30>‘ù<U+3E63>”<U+3E64>‘ù<U+3E37>õ<U+3E63>”<U+3E64>õ<U+3E30>‘ù<U+3E63>”<U+3E64>‘ù<U+3E37>õ<U+3E37>tommy robinsons uk battle bus coming soon”<U+3E64>õ<U+3E30>‘ù<U+3E64>”<U+3E64>‘ù<U+3E38><U+383C><U+3E65> ,2018/4/11,0,2018,normal,1
6760,request to any america reading this please get captain bone spurs as far away from the nuclear football as possible before he gets us all killed we want to live in peace thank you,2018/4/11,0,2018,normal,1
6761,russia is going to pay a big price for the civilians death in syrie  world cup soccer is almost,2018/4/11,0,2018,normal,1
6762,hahaha putin is real funny  the america will fuck you up idiots you are finished in syrie  byebye russia and welcome islamic state syrie,2018/4/11,0,2018,normal,1
6763,fuck america israel we are russia syria iran,2018/4/11,1,2018,normal,1
6764,this is test if russia can do this to syrian then russia can to it to other nations just how hitler started the war china and n korea in the pacific russia syria and iran will take over the eu and the middle east america will face its own problems white supremacy kkk america nazi its like divide and conquer  america is now  divided and leadership is weak but there is still hope if america will going to wake up and be united again get rid of the traitor,2018/4/11,0,2018,normal,1
6765,false flag attack by america funded terrorist at the end truth will stand still and fake news will fall behind,2018/4/11,3,2018,good,1
6766,killing more innocent people trump is no better how many more need to die without any fact checking unbelievable,2018/4/11,19,2018,good,1
6767,this conflict reminded me of the  iraqi nuclear weapons  the same lies and fake evidence that the america made and used to attack iraq in ,2018/4/11,13,2018,good,1
6768,guys this is another iraq wmd all over again,2018/4/11,50,2018,good,1
6769,trump is just a puppet and controlled by the elite rulers rothschild family and crew,2018/4/11,4,2018,good,1
6770,cant really believe much the msm say nowadays,2018/4/11,0,2018,normal,1
6771,the us will strike at the regimes chemical weapons capability and stick to that the uk can support the us but we do  not have to get involved militarily because us as enough might to attack on its own its bloody risky but as long as putin and his personnel keep out of the way it should not escalate to ww scary,2018/4/11,0,2018,normal,1
6772,monumental bollocks by the british brainwashing company its iraq all over again  the us should just fuck off with their world bullying campaign grrrrrrrrrrrrr,2018/4/11,1,2018,normal,1
6773,love peace and harmony,2018/4/11,0,2018,normal,1
6774,firstly nobody knows if there was an chemical attack secondly very dangerous to mess with the might of the russia after all they won the second world war,2018/4/11,0,2018,normal,1
6775,declaration of war by twitter what a fukin moron,2018/4/11,0,2018,normal,1
6776,cia is responsible for chemical attacks  you should investigate befor you attack others,2018/4/11,12,2018,good,1
6777,need to dodge a missile go read a missal,2018/4/11,0,2018,normal,1
6778,has anybody taken into account that no european countries have sufficient police or army to keep their own populations safe from extremists and gangs in an intercontinental war,2018/4/11,2,2018,good,1
6779,fkn russia propaganda scum sure are active today  as usual posing as america because no one in the free world believes anything coming out of communist russia  fk you putin ,2018/4/11,0,2018,normal,1
6780,remember kinnskis cann<U+00F6>n x d,2018/4/11,0,2018,normal,1
6781,rvmp  antianti<U+00F6>hb¨¹mm<U+00E4>hr xd  h<U+00E4>h end dimes  ,2018/4/11,0,2018,normal,1
6782,blast the kike out <U+00F6>ff his new phaike w<U+00F6>rdbreak c<U+00F6>ntingents   ,2018/4/11,0,2018,normal,1
6783,not,2018/4/12,0,2018,normal,1
6784,out of many one even as a hillary supporter i still have respect for trump and i think hes doing a good job i love the us and i like it when they try to give people freedom even if its controversial i still support,2018/4/12,0,2018,normal,1
6785,apocalypse boy is ,2018/4/12,1,2018,normal,1
6786,why he tells the russia everything,2018/4/11,0,2018,normal,1
6787,barry soetoro    hitler was against the people behind all this,2018/4/11,1,2018,normal,1
6788,if russia wins serbia will turn bosnia into a serbian republic again lmao you make no sense troll,2018/4/11,0,2018,normal,1
6789,incognito which is worse war criminals or those in the press who enable them without press support without the prowar propaganda the war criminals in washington cant get very far making that point in bold type makes it a false flag lie thats nonsense i hold the enablers in the media  responsible for what the war criminals in washington do because without that support from the media the war criminals are stuck,2018/4/12,0,2018,normal,1
6790,incognito<U+00A0> perception control is control and the media controls perception those in the media who enable the war criminals in<U+00A0>the government<U+00A0>are also war criminals the chemical weapons attack was a false flag lie and these parasites in the media know it they are lying us into more war as usual that was my original statement what was i wrong about they are war criminals just as much as joseph goebbels was a war criminal as hitlers enabler in my other statements i didnt say that the media physically or literally controls the vote but<U+00A0>its influence usually controls the outcome of campaigns most voters are strongly influenced by the media i also said that the election outcomes are determined by those who count the vote you have just  or  companies who provide and control the voting machines the media provided debate questions  not according to some fact checking youre getting some of your information from fake news the media bias in favor of clinton was superficial just enough for the devils endorsement to make hillary look evil and trump look good i was wrong about one thing my  support for trump but what was the viable alternative but clinton looking back it was a turd sandwich either way,2018/4/12,0,2018,normal,1
6791,a terrible candidate that still won the popular vote despite the huge problems in her campaign media not biased in her favor in a substantive way when they were giving her the debate questions a week before no enthusiasm for hillary when she was heavily funded and trump whole campaign was partly based on how the media is in her favor no offense but you are contradicting yourself here trying to support your initial statement  it would be much easier to just admit you were wrong in the first place of course the media influences the vote just like any word a candidate is speaking its nothing out of ordinary but controlling the votecome on now   regarding counting the votes any system of vote counting is equally dangerous for the simple reason that even though it might be electronic there are still people in that scheme just like in the case of the classic system in other words the system is fine if the people are fine that includes potential hackers of course ellectoral fraud is possible in every vote counting system,2018/4/12,0,2018,normal,1
6792,incognito<U+00A0> hillary was a terrible candidate who was beyond the medias ability to help but looking back im not so sure about the media being biased in her favor in a substantive way they nitpicked a lot with trump and there was no enthusiasm for hillary i did mention before about who counts the vote having a large role paperless electronic voting is dangerous check out hbos hacking democracy ,2018/4/11,0,2018,normal,1
6793,so if the media controls the vote like you claim and was so desperate to get hillary elected why didnt she won then see thats just one point where your assumption fails me i just said your nice bolded phrase was a false flag too i didnt say anything about the chemical attack in syria and the accuracy in assessing its source from my pov everything can be a false flag especially in politics  that world is literally filled with liars lol plus both the us and russia have their own propaganda systems soyou can never know for sure what i know accurately enough is that most of modern day conspiracy theories including those regarding the jews overall have their origin in russia or their proxies other than that i try not to fall for boombastic causes for simple effects   you should try it too  i like the hoodie too  at least we agree on something  ,2018/4/11,0,2018,normal,1
6794,as an irish man i can tell you for a fact that the world know longer sees russia as the bad guy the word sees the america  no caps as the terroist of the world   and any one i talk to hopes they build a big beautiful wall and  stay inside it an leave the world alone,2018/4/12,0,2018,normal,1
6795,right  and serbia supports the us too lmao,2018/4/11,0,2018,normal,1
6796,yeah the succesful attack on that syrian airfield was fake news i agree fighter jets were taking off the very next day after supposedly all  rockets hit their target lol,2018/4/12,0,2018,normal,1
6797,fake news,2018/4/11,0,2018,normal,1
6798,theyre all potential terrorist materialbetter safe than sorry,2018/4/12,0,2018,normal,1
6799,russia deny a chemical weapon attack has taken place the who have confirmed it has the images and videos show a chemical weapon attack has happened so whos lying there,2018/4/13,0,2018,normal,1
6800,collinshave you forgotten that bushcheney told us that saddam was using chemical weapons on his own people if they are being used who is to say who is doing it sounds like something hitler would have done as an excuse for war and we all know who emulates hitler,2018/4/13,0,2018,normal,1
6801,its totally different from the iraq war and people who keep comparing it to such is missing the point assad has just used chemical weapons on his own people the iraq war was over alleged wmd that never actually existed,2018/4/12,0,2018,normal,1
6802,wwwworldfuturefundorgreportssyriafactsheet wwwthe politialinsldercombombshellnewyorktimesreportswmdsfoundiraq wwwdefensegovnewsarticle,2018/4/14,0,2018,normal,1
6803,yeah but no bush so who cares,2018/4/14,0,2018,normal,1
6804,exactly and im amazed at how many people have forgotten that its kind of ironic when you think about it america starting world war  on behalf of isis who were being defeated in syria  and isis was born out of al qaeda who started all this by attacking america and killing  people in   america is now protecting these people who attacked them   and bombing anyone who is fighting them,2018/4/14,1,2018,normal,1
6805,but we have to trust the left msm and their narrative right are we now to stop listening to the left leaning msm and their narrative then you mean dont trust the msm and<U+00A0> the lefts narrative on this issue   i thought we supposed to listen to the left leaning msm on these issues are we not,2018/4/12,0,2018,normal,1
6806,but but there is the bbc  they are the ones we are listening to you mean dont trust the left and their narrative  trump said we pulling out but then the msm said this is a bad idea are we now being told we should not listen to the leftist msm then   you mean we should not listen to your narrative dont see the conservative media ever having criticised trump for wanting to pull out of syria but the left and the msm went hog wild on trump announcement  ok have it your way  lets adopt and accept the left narrative from the msm  trump would only be obliging the lefts narrative on this issue unless someone thinks the msm on this issue is being conservative  is everyone here saying we should not trust the left leaning msm on this issue you mean trump should not listen to the msm  after all an election is coming up and the msm does set the narrative on this issue   is not the left msm getting exactly what they want here,2018/4/12,0,2018,normal,1
6807,ironic,2018/4/12,0,2018,normal,1
6808,dear god were allies with these monkeys  im talking as a british citizen btw,2018/4/11,0,2018,normal,1
6809,if only america know the shit trump is creating ,2018/4/11,1,2018,normal,1
6810,i am a retired  year old us army master sergeant  i am bothered by the fact that the symptoms shown in the various videos of the victims especially the foaming at the mouth are not consistent with a chlorine gas attack which is being claimed as the agent being used in the attack foaming at the mouth is consistent however with a nerve agent attack but that degree of contact would normally result in a quick death unless nerve agent antidote ie atropine was administered immediately which i doubt that they had on hand fyi we used to simulate these foaming at the mouth symptoms in chemical warfare training using a variety of common and relatively safe chemicals such as sodium bicarbonate the only way this train of events is going to be stopped before it is too late for all of us is to invite medical personnel from the center for disease control cdc to immediately come to syria to investigate the attack without any preconditions being attached for more on chlorine symptoms see ,2018/4/11,1,2018,normal,1
6811,please bomb the bbc fake news agency  remember project fear,2018/4/11,3,2018,good,1
6812,americanato vs russiairanchina the financial oligarchs seem to want a war to keep the debt based financial system going   no thanks i am not interested in any form of ww everybody who is participating in exchanging rockets should be banned from earth,2018/4/11,0,2018,normal,1
6813,,2018/4/11,0,2018,normal,1
6814, the end of the white house ,2018/4/11,0,2018,normal,1
6815, the end of the white house ,2018/4/11,0,2018,normal,1
6816,stop  trump,2018/4/11,0,2018,normal,1
6817,why is bbc insinuating trump is instigating the trouble there is no macho trump there is our ally trumpamerica,2018/4/11,0,2018,normal,1
6818,bomb the shithole called iran,2018/4/11,0,2018,normal,1
6819,i dont like assad i just wish puttin didnt like him either i cant understand why the british n us dont like russia i cant get my head round it why is this can someone tell me,2018/4/11,0,2018,normal,1
6820,syria was a normal developed democratic state but the us came results  war terrorism fake chemical attacks and the upcoming ww,2018/4/11,0,2018,normal,1
6821,nobody would win a nuclear war everyone dies in the end so meh its pointless,2018/4/11,0,2018,normal,1
6822,we need a decapitation of the regime we need to kill assad himself instead of send tomahawk missiles to shoot down their planes,2018/4/11,0,2018,normal,1
6823,syrian army captures british military men in eastern ghouta    so are we now supporting isis,2018/4/11,1,2018,normal,1
6824,i like russia well i like puttin i like trump but dont like the government i feel for trump im sure puttin n trump could really get on if it wasnt to do with the rest of the government if that makes sense,2018/4/11,1,2018,normal,1
6825,israel,2018/4/11,5,2018,good,1
6826,oh dear,2018/4/11,0,2018,normal,1
6827,has assad done this really i take on puttin words on board if he says its not assad then i believe him but i would like to say to puttin please dont back assad what you should do is take assad out n take over syria your self n tell the us government n britain to keep nose out but we can do good business with each other if puttin takes out assad,2018/4/11,0,2018,normal,1
6828,i honestly cannot understand how mad and insane washington and eu leaders have become one mistake one minor miscalculation one wrong hit and things can spiral out of control it seems europe hasnt learned the lessons from ww and yes the blame does fall on eu and washington they are pushing for more war when such a war could have the gravest of consequences unlike anything the world has seen is it not time for ordinary america to stand up and protest this phony war and why are we fighting should someone ask oh yes because vice president pence and the crazy evangelicals who support him think imploding the middle east through ww will commence the second comingand i thought we muslims were dumb when it came to believing in absurd interpretation of eschatological prophecies,2018/4/11,0,2018,normal,1
6829,why let trump destroy the world plz take this man out of the white house,2018/4/11,0,2018,normal,1
6830,what happens if they inadvertently shoot down a russia plane or if some russia are killed ,2018/4/11,0,2018,normal,1
6831,the recent chemical attack on syrian civilians was clearly staged to give the us an excuse to remove assads regime  how stupid would assad be in order to use chemical weapons against civilians when he has clealrly won the war which is almost finsihed after  years to his advantage ,2018/4/11,0,2018,normal,1
6832,alledged shame on you not surprisingly donald trump words havent gone down well in moscow ohhh really terrorist us russia and channels like bbc if this is really the case why doesnt donald trump strike russia in their homeland in moscow and why doesnt putin bark that he will strike back new york ohhh no why would they when their aim is to kill more syrians in syria i pray the public of these countries to suffer even worse one day who have elected these people who are with them in their evil plans,2018/4/11,0,2018,normal,1
6833,i have some classified insight into what russia will do theyre getting ready to rush b trust me thell rush b,2018/4/11,0,2018,normal,1
6834,click this link to sign the petition   my petition  stop the uk government from initiating illegal military action in syria  the british government is about to embark on a dangerous military operation in syria that risks escalating an already complicated conflict and driving the uk potentially into an international collision with russiairan and others the government strategy on dealing with syria is completely flawed  the underlying case for taking military action is simply based on mere assertions made by the prime minister herself and not credible indisputable facts resulting from a transparent impartial investigation led by a team of chemical weapons experts the legal basis for military action doesnt exist the un security council has not sanctioned military intervention by the uk and her allies the syrian government has not made a legal invitation the matter hasnt been debated  voted on by mps,2018/4/11,1,2018,normal,1
6835,muslims being targeted everywhere and yet blamed for terrorism what a joke this is terrorism by the us russia and israel has already had a lot of it many times this will come back one day the blood of these innocent syrians will not go to waste and these stupid anchors and news channels think the public is stupid too and cant see the true motives of us and russia third world war what a joke have some shame bbc and call is a clear plan to kill more innocent people in syria like trump is so faithful to syria what a joke indeed russia  us meaning brothers united in same mission playing some kind of wwe tricks rot in hell us rot in hell russia rot in hell bashar ul asad and rot in the very last level of hell israel the biggest terrorist of em all,2018/4/11,0,2018,normal,1
6836,,2018/4/11,0,2018,normal,1
6837,dont start a war before gta  is released,2018/4/11,0,2018,normal,1
6838,come on trump bomb the fuck out of them pleass,2018/4/11,0,2018,normal,1
6839,greater is ra el plan being enacted and bbc never even mention it ,2018/4/11,0,2018,normal,1
6840,president trump is acting accordingly and appropriate with russia if putnin wants war then ww is on putnins head and he has to answer to his people for this backing of a savage assad,2018/4/11,0,2018,normal,1
6841,trump is warning russia hahahahaha thats like  a mouse warning an elephant hahahahhahahah,2018/4/11,0,2018,normal,1
6842,what if lets say the russia have covertly deployed the s system in syria if the claimed capability is correct the loss of life in our armed services will be devastating  lets hope its all posturing,2018/4/11,0,2018,normal,1
6843,america is being dissgusting since when did they care about human rights stop with this propaganda and fake news of assad killing his own people and leave syria alone and their oli you greedy pigs,2018/4/11,1,2018,normal,1
6844,during the war in iraq an iraqi general though the us would never stay long in a war but they have proven them wrong simply because the us has the largest military budget,2018/4/11,0,2018,normal,1
6845,will bbc report on the commencement of hostilities  minutes before they start like on  and wtc will bc ban relief ads for syrians like it did for gazans when tel aviv unleashed its egregiously criminal operation cast lead,2018/4/11,0,2018,normal,1
6846,is this puppet psychopath trump bring all nations to wwiii   this idiot  run by shadow government behind the scene is trying to make  of july in syria with huge fireworks  if he do the first of all his trump tower in nyc will be hit by russia or chinese missiles ,2018/4/11,0,2018,normal,1
