,textOriginal,date,likeCount,year,popularity,time
2073,this is so scary i dont understand any of this i wish that this would just stop i actually look at these men and want to cry because they never will have the chance to be happy and free the way i have being a canadian their childhoods were stolen and mothers killed in front of them i wish that we could all just spread out the wealth look forward to science as a common international growth of the human species why cant we all just say fuck religion and just care for the things that are important love health family good economy we are fuck primates and so stupid all of us until we just lay down the guns and treat each other as brothers the worst part of living in our time is that we will never see peace the comments i have read are the reasons we will never see peace petty bickering until we can start living under one roof and everyone admits to all these mistakes together and until we can stop pointing fingers nothing will change that is why i have no say in politics no religious beliefs i have nothing just a broken fuck heart<U+00A0>,2014/10/3,0,2014,normal,3
2074,guys its all controlled like a chess boardthe people like sheep following along everyone on everyside is confusedthe overall point being we are attacking our own people whether here or therethe people you really want stay clear out of harms waysilent yet present,2014/10/3,0,2014,normal,3
2075,i do not believe anything that i do not witness myself especially not mainstream media therefore this story to me might have some truth but mostly carefully choreographed western propaganda i would love to see what <U+00A0>propaganda they are brainwashing their side why cant we all get along,2014/10/3,0,2014,normal,3
2076,putin we better learn from the suicides of america england holland  france if were to survive as a nation geert wenders islam means submission islam is not compatible with freedom and democracy because what it strives for is sharia if you want to compare islam to anything compare it to communism or nationalsocialism these are all totalitarian ideologies,2014/10/3,0,2014,normal,3
2077,bunch of fanatical punks they are nothing except punks<U+00A0>,2014/10/3,0,2014,normal,3
2078,this is truly a joke everything about this video is funny i mean shit in this post i had a disregard for grammar but the difference here is i know when i make mistakes these people just shoved a flagpole so far up their  that i cant wait till me and my brothers in arms make them swallow a giant load of freedom<U+00A0>,2014/10/3,0,2014,normal,3
2079,hey maher from syria here reading the comments make me feel like some of the guys here are not much better than isis im  against any act of violince and im wanted dead for speaking my thoughts loudly seems like we have extremest running this show t from both sides really sad,2014/10/3,0,2014,normal,3
2080,its funny how i always hear from muslims that islam is peace i only see spilling of innocent blood murder of innocent children oppression and raping of defenseless women expulsion of the minory hatred discrimination extinction of the truth since the birth of islam deeds speak louder than your lies truth is there for those who see i once was blind and believed what muslims told me that they are peaceful but what is left is the truth i have only disrespect and abhorrence towards islam and everyone who practice it for me it is nothing but a satanic cult and it shows that i am right right in front of everybodies eyes at  one of these baby slaugtherers says it loud and clearly sharia can only be imposed and uphold by weapons that says it all period,2014/10/3,5,2014,good,3
2081,dood u wanna preach your religion do it peacefully their aint no need for all this hate like i dont hate any religion i dont believe in any religion but i do believe that a god is real why does isis push their religion on others like i dont get it pls,2014/10/3,0,2014,normal,3
2082,the  names of allah among the  names of allah are several that give this muslim deity a biblical identity  al qabid the constrictor constrictor kuh nstrikter<U+00A0> noun  a snake that kills its prey by coiling tightly around it causing suffocation in the bible satan is the snake<U+00A0> and the great dragon was cast out that old serpent called the devil and satan which deceiveth the whole world he was cast out into the earth and his angels were cast out with him revelation  and i saw an angel come down from heaven having the key of the bottomless pit and a great chain in his hand and he laid hold on the dragon that old serpent which is the devil and satan and bound him a thoamericand years revelation   allatif the subtle one subtle suhtl<U+00A0> adjective subtler subtlest  thin tenuous or rarefied as a fluid or an odor  fine or delicate in meaning or intent difficult to perceive orunderstand subtle irony  delicate or faint and mysterious a subtle smile  requiring mental acuteness penetration or discernment a subtle philosophy  characterized by mental acuteness or penetration a subtle understanding  cunning wily or crafty a subtle liar  insidious in operation subtle poison in the bible the snake is described as more subtle than any beast of the field the bible also identifies the snake as satan now the serpent was more subtil than any beast of the field which the lord god had made and he said unto the woman yea hath god said ye shall not eat of every tree of the garden genesis   alkhafid the abaser abase uhbeys<U+00A0> verb used with object abased abasing  to reduce or lower as in rank office reputation or estimationhumble degrade  archaic to lower put or bring down he abased his head the bible says that satan is the one who destroys lowers degrades and puts down the world they that see thee shall narrowly look upon thee and consider thee saying is this the man that made the earth to tremble that did shake kingdoms that made the world as a wilderness and destroyed the cities thereof that opened not the house of his prisoners all the kings of the nations even all of them lie in glory every one in his own house isaiah  the bible also calls him a thief and a destroyer the thief cometh not but for to steal and to kill and to destroy  john  and they had a king over them which is the angel of the bottomless pit whose name in the hebrew tongue is abaddon but in the greek tongue hath his name apollyon revelation  apollyon uhpolyuh n<U+00A0> noun  the destroyer the angel of the bottomless pit abaddon rev   arrafi the exalter exalt igzawlt<U+00A0> verb used with object  to raise in rank honor power character quality etc elevate he was exalted to the position of president  to praise extol to exalt someone to the skies  to stimulate as the imagination the lyrics of shakespeare exalted the audience  to intensify as a color complementary colors exalt each other  obsolete to elate as with pride or joy the bible tells us that satan was the greatest angel in heaven whom led the heavenly host in worship of god until he rebelled and decided to exalt himself instead<U+00A0> how art thou fallen from heaven o lucifer son of the morning how art thou cut down to the ground which didst weaken the nations for thou hast said in thine heart i will ascend into heaven i will exalt my throne above the stars of god i will sit also upon the mount of the congregation in the sides of the north i will ascend above the heights of the clouds i will be like the most high isaiah  thou hast been in eden the garden of god every precious stone was thy covering the sardius topaz and the diamond the beryl the onyx and the jasper the sapphire the emerald and the carbuncle and gold the workmanship of thy tabrets and of thy pipes was prepared in thee in the day that thou wast created thou art the anointed cherub that covereth and i have set thee so thou wast upon the holy mountain of god thou hast walked up and down in the midst of the stones of fire thou wast perfect in thy ways from the day that thou wast created till iniquity was found in thee by the multitude of thy merchandise they have filled the midst of thee with violence and thou hast sinned therefore i will cast thee as profane out of the mountain of god and i will destroy thee o covering cherub from the midst of the stones of fire thine heart was lifted up because of thy beauty thou hast corrupted thy wisdom by reason of thy brightness i will cast thee to the ground i will lay thee before kings that they may behold thee thou hast defiled thy sanctuaries by the multitude of thine iniquities by the iniquity of thy traffick therefore will i bring forth a fire from the midst of thee it shall devour thee and i will bring thee to ashes upon the earth in the sight of all them that behold thee all they that know thee among the people shall be astonished at thee thou shalt be a terror and never shalt thou be any more ezekiel   almudhill the humiliator humiliate hyoomileeeyt or often yoo<U+00A0> verb used with object humiliated humiliating  to cause a person a painful loss of pride selfrespect or dignitymortify in the story of job satan is allowed to humiliate this servant of the lord now there was a day when the sons of god came to present themselves before the lord and satan came also among them and the lord said unto satan whence comest thou then satan answered the lord and said from going to and fro in the earth and from walking up and down in it and the lord said unto satan hast thou considered my servant job that there is none like him in the earth a perfect and an upright man one that feareth god and escheweth evil then satan answered the lord and said doth job fear god for nought hast not thou made an hedge about him and about his house and about all that he hath on every side thou hast blessed the work of his hands and his substance is increased in the land but put forth thine hand now and touch all that he hath and he will curse thee to thy face and the lord said unto satan behold all that he hath is in thy power only upon himself put not forth thine hand so satan went forth from the presence of the lord job  satan then proceeded to kill jobs family destroy all that he owned afflicting him with a repugnant skin disease and a nagging wife that advised job to curse god and die satan thoroughly humiliated job in this story  malikalmulk the owner of all<U+00A0> owner ohner<U+00A0> noun  a person who owns possessor proprietor the bible calls satan the god of this world<U+00A0> but if our gospel be hid it is hid to them that are lost in whom the god of this world hath blinded the minds of them which believe not lest the light of the glorious gospel of christ who is the image of god should shine unto them  corinthians  and the devil taking him up into an high mountain shewed unto him all the kingdoms of the world in a moment of time and the devil said unto him all this power will i give thee and the glory of them for that is delivered unto me and to whomsoever i will i give it if thou therefore wilt worship me all shall be thine and jesus answered and said unto him get thee behind me satan for it is written thou shalt worship the lord thy god and him only shalt thou serve luke   alqahhar the subduer subdue suh bdoo dyoo<U+00A0> verb used with object subdued subduing  to conquer and bring into subjection rome subdued gaul  to overpower by superior force overcome  to bring under mental or emotional control as by persuasion orintimidation render submissive  to repress feelings impulses etc  to bring land under cultivation to subdue the wilderness  to reduce the intensity force or vividness of sound light coloretc tone down soften  to allay inflammation infection etc the bible tells us that satan is a predator searching for whom to subdue be sober be vigilant because your adversary the devil as a roaring lion walketh about seeking whom he may devour  peter  they that see thee shall narrowly look upon thee and consider thee saying is this the man that made the earth to tremble that did shake kingdoms that made the world as a wilderness and destroyed the cities thereof that opened not the house of his prisoners all the kings of the nations even all of them lie in glory every one in his own house isaiah   the hebrew word translated lucifer is helel or heylel from the root halal meaning to shine or to bear light<U+00A0> muslim food is halal halal is lucifer in hebrew allah is synonymous with baal in the bible baal is called satan<U+00A0> allah halal baal lucifer and satan are all the same devil <U+00A0>,2014/10/3,1,2014,normal,3
